company,type_name,os,gpu_company,cpu_model,screen_type,touchscreen,ips_panel,ppi,ssd,hdd,flash_storage,hybrid,ram,weight,cpu_freq,price
Asus,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,512,0,0,0,16,1.1,2.7,11.442309848973883
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Standard,0,1,202.37276851499232,512,0,0,0,8,1.13,2.7,11.708377110307108
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,1,165.6321180513006,128,0,0,0,4,1.5,2.4,10.283703226390841
Dell,Workstation,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,8,2.23,2.6,11.197406174167238
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.0,2.7,11.641793501030094
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Standard,1,0,202.37276851499232,512,0,0,0,16,1.42,2.7,11.803211643791865
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,1024,0,0,8,3.0,2.8,10.921594526544588
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,3.0,2.8,11.347685188906706
Acer,Notebook,Windows,Nvidia,Intel Core i5,Standard,0,1,100.45466986113651,0,1024,0,0,12,2.2,1.6,10.518051376717915
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,0,0,0,8,2.7,2.8,11.182697691046345
Dell,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.33,2.7,10.633424609542924
HP,Ultrabook,Windows,AMD,AMD,Full HD,0,0,141.21199808219862,256,0,0,0,4,1.91,3.0,10.188215265161473
Lenovo,Notebook,Windows,AMD,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.1,1.8,11.089988610950025
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.9,2.5,10.819338187581879
Dell,Workstation,Windows,Nvidia,Intel Core i7,Ultra HD,1,0,202.37276851499232,256,0,0,0,8,1.78,2.8,11.88100710449058
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Standard,0,1,202.37276851499232,1024,0,0,0,16,1.13,2.7,11.848404351239447
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.2,1.1,9.69922708822342
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.9,2.8,11.307941034271929
Lenovo,Notebook,Windows,AMD,Intel Core i5,Full HD,0,1,141.21199808219862,256,1024,0,0,8,2.1,1.6,11.018301220542245
Acer,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.5,2.8,10.754364713861957
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.8,2.8,11.693812660226003
Asus,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,8,1.1,2.7,11.510863340251781
Toshiba,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,165.6321180513006,512,0,0,0,16,1.2,2.5,11.441225360805015
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,8,1.36,2.8,11.402116801738675
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.2,2.0,9.989344096295811
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,32,0,2,1.15,1.1,9.69412362463029
Lenovo,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,8,2.67,2.8,11.538252022916238
Lenovo,Ultrabook,Windows,Nvidia,Intel Core i7,Full HD,0,1,202.37276851499232,512,0,0,0,8,1.7,2.8,11.54755874886458
HP,Notebook,Windows,AMD,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.1,2.0,10.126191007021934
Acer,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.6,2.5,10.646353037838328
Asus,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.27,2.5,10.808616219704092
Dell,Notebook,Other/Linux/No,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.3,2.5,10.370674719272289
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,117.82653006268643,128,0,0,0,4,1.65,2.0,10.510831716653778
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.43,2.5,11.288793925756666
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.14,2.5,10.267088456545594
Lenovo,Ultrabook,Windows,AMD,Intel Core i7,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.75,1.8,11.078381639361396
Lenovo,2 in 1 Convertible,Windows,Nvidia,Intel Core i7,Ultra HD,1,1,202.37276851499232,512,0,0,0,16,2.0,2.8,11.524656387845926
Chuwi,Notebook,Windows,Intel,Intel Other,Standard,0,1,202.37276851499232,0,0,64,0,6,1.4,1.1,10.082637418164447
HP,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.31,2.9,11.238909583282263
Asus,Notebook,Other/Linux/No,Nvidia,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.3,2.4,10.367504547593908
Dell,Gaming,Windows,Nvidia,Intel Core i7,Standard,0,1,169.78089942830815,256,1024,0,0,16,3.4999999999999996,2.9,11.912587098784716
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.62,2.8,11.03089783630606
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,2048,0,0,8,2.02,1.8,11.016462864040005
Dell,Ultrabook,Other/Linux/No,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.6,2.8,10.977738840291302
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,12,3.35,2.8,11.57597537868134
Mediacom,2 in 1 Convertible,Windows,Intel,Intel Other,Full HD,1,1,189.90579052433606,32,0,0,0,4,1.16,1.1,9.676084944301534
Samsung,Netbook,Other/Linux/No,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,16,0,4,1.15,1.6,9.570319849923216
Lenovo,Notebook,Windows,Intel,Intel Core i7,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.4,2.7,10.893288935346058
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,1,157.3505121487356,128,0,0,0,4,1.7,2.7,10.370862730428172
Lenovo,Workstation,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,512,0,0,0,16,2.3,2.8,11.77737217502662
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,16,2.5,2.9,11.779005892864248
Asus,Gaming,Windows,AMD,AMD,Full HD,0,0,127.33567457123111,256,1024,0,0,8,3.2,3.2,11.411014548154418
HP,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.1,1.6,9.824931239630352
Google,Ultrabook,Other/Linux/No,Intel,Intel Core i7,Standard,1,0,202.37276851499232,512,0,0,0,16,1.1,1.3,11.671329941704036
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Standard,0,0,202.37276851499232,512,0,0,0,24,1.32,2.7,11.751264970706382
Asus,Notebook,Other/Linux/No,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.0,2.5,10.301760190062788
Lenovo,Notebook,Windows,AMD,AMD,Standard,0,0,106.11306214269258,0,1024,0,0,8,2.8,2.5,10.22748950016072
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.2,1.6,10.594332084033399
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,176.23257360658386,256,0,0,0,8,1.36,2.5,11.24030276218934
Lenovo,Notebook,Windows,Intel,Intel Other,Full HD,0,0,141.21199808219862,128,0,0,0,4,2.2,1.1,9.830701782810475
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.2,2.8,10.977738840291302
Dell,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.64,2.8,11.047996935591241
Acer,Notebook,Other/Linux/No,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,2.4,2.5,10.066456380814268
Dell,Workstation,Windows,Nvidia,Intel Other,Full HD,0,0,141.21199808219862,0,1024,64,0,8,2.23,3.0,11.57296638705535
MSI,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,2.5,10.910697017730893
Microsoft,Ultrabook,Windows,Intel,Intel Core i7,Standard,1,0,200.84255993695703,512,0,0,0,16,1.25,2.5,11.834595835335127
HP,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,128,0,0,0,8,1.91,2.5,10.354021624011871
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,16,2.17,2.7,11.563894206696261
HP,Workstation,Windows,Intel,Intel Core i7,Full HD,0,1,141.21199808219862,512,0,0,0,8,2.31,2.9,11.31121311606434
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.65,2.5,11.179729854342133
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.36,1.8,10.862109539423722
Dell,2 in 1 Convertible,Windows,Intel,Intel Other,Standard,1,0,135.0942111925629,0,500,0,0,4,1.47,1.6,10.147296104293922
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,0,1024,0,0,8,3.4999999999999996,2.7,11.599213246894749
Microsoft,Ultrabook,Windows,Intel,Intel Other,Standard,1,0,200.84255993695703,128,0,0,0,4,1.252,2.2,10.872275853368038
Microsoft,Ultrabook,Windows,Intel,Intel Core i7,Standard,1,0,200.84255993695703,256,0,0,0,8,1.25,2.5,11.47056061419246
HP,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,106.11306214269258,256,0,0,0,8,2.5,2.0,10.436906024954753
Acer,Notebook,Windows,Nvidia,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.23,2.0,10.274533733773833
Acer,Netbook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,128,0,0,0,4,1.4,1.6,10.050958831894336
Asus,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.37,2.5,10.594332084033399
Lenovo,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,1,157.3505121487356,512,0,0,0,8,1.5,2.7,10.658952039160935
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.67,2.9,11.620487555382894
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.0,1.1,9.692643056808935
Acer,Notebook,Windows,Nvidia,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,2.2,2.0,10.126191007021934
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,2048,0,0,8,2.02,1.6,10.607599400820764
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,0,1024,0,0,12,3.4999999999999996,2.8,11.413370287900637
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,0,1,202.37276851499232,256,0,0,0,12,1.4,2.6,11.502824622790799
HP,2 in 1 Convertible,Windows,Intel,Intel Core i7,Ultra HD,1,1,202.37276851499232,512,0,0,0,8,1.29,1.8,11.57597537868134
HP,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,8,1.9,2.5,11.026564785603751
Google,Ultrabook,Other/Linux/No,Intel,Intel Core i5,Standard,1,0,202.37276851499232,128,0,0,0,8,1.1,1.2,11.126277204319269
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.42,1.6,11.49409936072018
Asus,Notebook,Windows,Intel,Intel Core i7,Ultra HD,0,1,202.37276851499232,128,1024,0,0,12,2.06,2.6,11.144929536976539
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,111.93520355955211,128,0,0,0,8,1.79,2.3,10.58223150278533
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.78,2.8,11.762118756341085
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,180,0,0,0,8,1.7,2.5,11.193752725427077
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.2,1.6,10.490301522301456
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.05,2.5,11.39734624911807
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,512,0,0,0,8,2.16,1.8,11.116023587522552
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.4,10.349934642365913
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,165.6321180513006,128,0,0,0,4,1.49,1.6,10.563129654538676
Chuwi,Notebook,Windows,Intel,Intel Other,Full HD,0,0,141.21199808219862,0,0,64,0,4,1.89,1.44,9.492658081928813
Lenovo,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,128,0,0,0,4,2.3,2.0,10.312413332273273
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.75,1.6,10.931176536200338
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,512,0,0,0,16,2.17,2.7,11.732623085880139
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,16,2.06,2.8,11.524656387845926
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,176.23257360658386,512,0,0,0,16,1.36,2.7,11.469997086914306
Asus,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,176.23257360658386,512,0,0,0,16,0.91,2.7,11.551155302753232
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.3,2.5,10.895256745586188
Toshiba,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,512,0,0,0,32,1.05,2.7,11.912587098784716
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,1.99,2.8,11.183434800359647
Acer,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.2,2.5,10.336892029333534
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,1,1,127.33567457123111,256,1024,0,0,24,3.4999999999999996,2.6,11.121555551234609
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Standard,0,1,125.36742798669837,180,0,0,0,8,1.3,2.3,10.977738840291302
Lenovo,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.17,1.8,10.776745514592863
HP,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,1024,0,0,0,8,1.48,2.8,11.442374237019193
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.4,2.4,10.830995139615448
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.3,2.5,10.790122877502657
Asus,Netbook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,64,0,4,1.2,1.1,9.804550804676104
HP,Notebook,Windows,AMD,Intel Core i5,Standard,0,0,100.45466986113651,256,0,0,0,8,1.91,2.5,10.403686917060819
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,1,158.48253022174808,256,0,0,0,8,1.4,1.6,11.35270976335849
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,500,0,0,4,2.1,1.1,9.676084944301534
Lenovo,Netbook,Other/Linux/No,Intel,Intel Other,Standard,0,0,135.0942111925629,16,0,0,0,4,1.25,1.6,9.555347511047232
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.44,2.5,10.830995139615448
Asus,Notebook,Windows,Intel,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,8,2.0,2.7,11.085460116582396
Acer,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,0,1024,0,0,4,2.2,1.6,10.393967601636689
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,165.6321180513006,512,0,0,0,8,1.34,2.7,11.163226134767921
Lenovo,Gaming,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,1024,0,0,8,2.4,2.8,11.022229212499404
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,1,1,165.6321180513006,128,0,0,0,8,1.29,2.5,10.776870783399007
Acer,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.2,2.7,10.435497201969248
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.18,2.5,10.70421029372945
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,2048,0,0,16,2.2,1.8,11.081557762538953
Xiaomi,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,16,1.95,1.8,11.219761728949209
Asus,Netbook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,32,0,2,1.1,1.1,9.47692648113323
HP,Notebook,Windows,Intel,Intel Core i5,Standard,1,0,100.45466986113651,0,1024,0,0,4,2.04,1.6,10.232251585714021
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,512,0,0,0,24,2.24,2.8,11.971210701261766
HP,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.04,2.5,10.765681062689998
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,3.0,2.8,11.291455512408028
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,1024,0,0,8,3.2,2.8,11.219091173033249
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.32,2.7,11.219091173033249
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.64,2.6,11.129979878291934
HP,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,128,0,0,0,4,1.63,2.0,10.510831716653778
Dell,Notebook,Other/Linux/No,AMD,Intel Core i5,Full HD,0,1,127.33567457123111,128,1024,0,0,8,2.8,1.6,10.765681062689998
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,2.02,2.3,11.175997124349399
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.2,2.7,10.658952039160935
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i3,Standard,0,0,100.45466986113651,0,2048,0,0,8,2.2,2.0,10.10467175249591
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.3,2.5,10.347211372761382
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.9,2.8,11.20324315223878
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,128,1024,0,0,16,3.4999999999999996,2.8,11.98618005411475
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,0,500,0,0,8,2.0,2.5,10.732519604116439
Asus,Notebook,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,256,1024,0,0,8,2.0,2.7,11.144929536976539
Mediacom,Notebook,Windows,Intel,Intel Other,Full HD,0,1,165.6321180513006,32,0,0,0,4,1.2,1.1,9.886392257107492
Asus,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.3,2.5,11.38349991752977
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.93,2.8,11.197406174167238
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,1.6,10.656953425768018
HP,Notebook,Windows,Intel,Intel Other,Full HD,0,0,141.21199808219862,256,0,0,0,4,1.86,1.6,9.964535614101061
HP,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,1024,0,0,12,2.62,2.8,11.47056061419246
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.87,2.7,10.731362285036713
Dell,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,1,0,202.37276851499232,256,0,0,0,8,1.2,1.8,11.219091173033249
Dell,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,157.3505121487356,128,0,0,0,4,1.6,2.0,10.576636086589383
HP,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,0,1,202.37276851499232,256,0,0,0,8,1.34,2.7,11.018743890670061
Acer,Gaming,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.4,2.5,10.657682794661007
Asus,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,500,0,0,4,2.0,1.8,9.830701782810475
HP,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,128,0,0,0,4,2.1,2.4,10.534493336558224
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,0,500,0,0,4,1.87,2.5,10.641273434714453
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.15,2.3,10.111923474978063
HP,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,500,0,0,4,1.86,2.0,9.95953701838715
Lenovo,Notebook,Windows,Intel,Intel Core i7,Full HD,0,1,141.21199808219862,512,0,0,0,8,1.99,2.7,11.43086906451093
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,128,0,0,0,4,2.2,2.0,10.188215265161473
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.9,2.5,10.99396685797405
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.4999999999999996,2.8,11.876206540293897
HP,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,106.11306214269258,0,1024,0,0,8,2.65,2.0,10.274809700521592
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,0,1024,0,0,8,2.63,2.7,11.130185180967455
Asus,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.0,1.1,9.387314322443542
Mediacom,Notebook,Windows,Intel,Intel Other,Full HD,0,1,165.6321180513006,0,0,32,0,4,1.35,1.44,9.516868732224324
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Standard,0,0,106.11306214269258,128,1024,0,0,6,2.8,2.7,10.830995139615448
HP,Notebook,Windows,AMD,AMD,Full HD,0,1,141.21199808219862,128,0,0,0,6,1.91,2.5,10.319298952698437
Dell,Notebook,Windows,AMD,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.0,10.401926780651069
Acer,2 in 1 Convertible,Windows,Intel,Intel Other,Full HD,1,1,189.90579052433606,0,0,32,0,4,1.25,2.0,9.830701782810475
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,128,0,0,0,4,2.05,2.7,10.42129872047583
HP,Ultrabook,Windows,Intel,Intel Other,Quad HD+,1,1,202.37276851499232,512,0,0,0,16,1.16,1.2,11.558816191735316
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,0,0,0,8,3.4,2.8,11.981603215627292
Asus,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.5,2.5,10.70779589244357
Dell,Ultrabook,Windows,Intel,Intel Core i5,Ultra HD,1,1,202.37276851499232,128,0,0,0,8,1.21,1.6,11.35270976335849
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,1.93,2.6,10.841481066053516
Fujitsu,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.2,2.5,10.580886376127934
Lenovo,Notebook,Windows,Intel,Intel Other,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.2,1.1,9.816239783971849
Lenovo,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,111.93520355955211,0,500,0,0,4,2.02,2.5,10.87328113592759
HP,Workstation,Windows,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,0,500,0,0,8,3.14,2.8,11.50443956131993
HP,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,2048,0,0,8,1.94,1.6,9.939192477156904
HP,Notebook,Windows,AMD,AMD,Full HD,0,1,141.21199808219862,256,0,0,0,6,1.95,3.0,10.451030759237282
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.3,2.5,10.697000294715387
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.05,1.6,10.505012743548761
Mediacom,Notebook,Windows,Intel,Intel Other,Full HD,0,0,157.3505121487356,32,0,0,0,4,1.4,1.44,9.493110400066943
Toshiba,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,0,157.3505121487356,512,0,0,0,16,1.24,2.7,11.50658540922403
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,32,3.4999999999999996,2.7,11.862779197251921
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,512,1024,0,0,16,3.4999999999999996,2.9,11.887257599145139
Dell,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.2,2.7,10.594332084033399
Mediacom,Notebook,Windows,Intel,Intel Other,Full HD,0,1,157.3505121487356,32,0,0,0,4,1.45,1.1,9.939192477156904
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,8,1.9,2.6,10.891819837275253
